title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
"Fatamorgana, Que Horas São?",Drama,2019,,,Salomé Lamas,,,2019 (Portugal),,,,,https://www.imdb.com/title/tt10541566/?ref_=adv_li_tt
Adithalam,,2019,,,Illangkannan,,,"July 1, 2019 (India)",,,,,https://www.imdb.com/title/tt10409914/?ref_=adv_li_tt
Drowsy City,"Crime,Drama",2019,,,Dung Luong Dinh,,,"November 21, 2019 (Estonia)",,4,,,https://www.imdb.com/title/tt10187130/?ref_=adv_li_tt
Silver Darlings,Drama,2019,,,Anastasia Hille,,,2019 (United Kingdom),,,,,https://www.imdb.com/title/tt12157238/?ref_=adv_li_tt
Bozorgrah,Drama,2019,,,Seyedeh Farzaneh Amini,,,2019 (Iran),,,,,https://www.imdb.com/title/tt12059110/?ref_=adv_li_tt
Frenetic,Thriller,2019,,,Gabe Villarreal,,"Saskia Lynge,Omri Horowitz,Alex Nicole McConnell","June 5, 2019 (United States)",,,,,https://www.imdb.com/title/tt10106268/?ref_=adv_li_tt
Kawaye,"Musical,Romance",2019,,,Ali Nuhu,,"Sani Danja,Aisha Humairah,Hafsat Idris","March 29, 2019 (Nigeria)",,,,,https://www.imdb.com/title/tt21299782/?ref_=adv_li_tt
Focus: Take a Closer Look,Family,2019,,,Steve K. Young,,"Erin Boswell,Jonathan Elmore,Christian Meier","June 1, 2019 (United States)",,,,,https://www.imdb.com/title/tt11396626/?ref_=adv_li_tt
A Qualquer Custo,Drama,2019,,,Luke Schatzmann,,"Igor Costa,Rodrigo Grings,Laura Maffei","July 21, 2019 (Brazil)",,,,,https://www.imdb.com/title/tt17077808/?ref_=adv_li_tt
Fenix - Una storia di vendetta,Fantasy,2019,,,Maurizio Sala,,,"May 21, 2019 (Italy)",,,,,https://www.imdb.com/title/tt12530454/?ref_=adv_li_tt
Santa Company,"Animation,Adventure,Fantasy",2019,,,Kenji Itoso,,"Kana Hanazawa,Yûki Kaji,Rie Kugimiya","December 25, 2019 (Japan)",,,,,https://www.imdb.com/title/tt10476540/?ref_=adv_li_tt
Thiththa Aththa,Comedy,2019,,,Preethiraj Weeraratne,,,"April 20, 2019 (Sri Lanka)",,,,,https://www.imdb.com/title/tt9675318/?ref_=adv_li_tt
The Beginning of the Summer Raft Trip,Adventure,2019,,,Peter Boiadzhieff,,,"June 25, 2019 (United States)",,,,,https://www.imdb.com/title/tt10542194/?ref_=adv_li_tt
Two Chef in the War,War,2019,,,Wanfeng Han,,Min Sun,November 2019 (China),,,,,https://www.imdb.com/title/tt11434050/?ref_=adv_li_tt
Pup Scouts 2,Animation,2019,,,Izzy Clarke,,"Ray Anand,Joonas Bridge,Jo Davis","May 14, 2019 (United States)",,,,,https://www.imdb.com/title/tt10947308/?ref_=adv_li_tt
Lip Touch,Romance,2019,,,Sireah Warden,,Sireah Warden,"June 19, 2019 (Germany)",,,,,https://www.imdb.com/title/tt13814902/?ref_=adv_li_tt
Geuk-Jang-Pan Hel-Lo-Ka-Bot: Om-Pa-Ro-Seu Seom-Ui Bi-Mil,,2019,,,,,,"January 31, 2019 (South Korea)",,,,,https://www.imdb.com/title/tt10443352/?ref_=adv_li_tt
Mangalathu Vasundhara,Drama,2019,,,K.R. Sivakumar,,"Shantikrishna,Devan,Shivaji Guruvayoor","May 31, 2019 (India)",,,,,https://www.imdb.com/title/tt10449016/?ref_=adv_li_tt
"Mars, We Have a Problem",Adventure,2019,,,Michael Saquella,,,"September 15, 2019 (United States)",,,,,https://www.imdb.com/title/tt9357056/?ref_=adv_li_tt
Domino,,2019,,,Laleh Barzegar,,"Arash Afif,Nasim Bahadori,Mohammad Reza Barzegar","October 1, 2019 (Iran)",,,,,https://www.imdb.com/title/tt10951262/?ref_=adv_li_tt
Come to Me Miss Ripples,Comedy,2019,,,Wayne Roberts,,"Sappir Argov,Terry Artica,Carlos Bousono","February 23, 2019 (United States)",,,,,https://www.imdb.com/title/tt10078326/?ref_=adv_li_tt
Sawgrass,Fantasy,2019,,,Jack Richard Peterson,,"Aaron Fechter,Thomas Jackson,Abel S. Moz","September 8, 2019 (United States)",,,,,https://www.imdb.com/title/tt11101820/?ref_=adv_li_tt
Clean Sheets,"Comedy,Crime",2019,,,Jake S. Weisman,,"Sally Anderson,Shirley Blazen,Dakota Loesch","May 28, 2019 (United States)",,,,,https://www.imdb.com/title/tt10514914/?ref_=adv_li_tt
Ek Betuke Aadmi Ki Afrah Raatein,Drama,2019,,,Sharad Raj,,"Pawan Chakravarti,Archanna Guptaa,Adil Hussain",September 2019 (India),,,,,https://www.imdb.com/title/tt7647774/?ref_=adv_li_tt
Un petit air de famille,,2019,,,,,,"September 11, 2019 (France)",,,,,https://www.imdb.com/title/tt10988468/?ref_=adv_li_tt
Sun Shine Moon,,2019,,,Carlo Avventi,,"Ding Ding,Jinseung Moon","September 27, 2020 (United States)",,,,,https://www.imdb.com/title/tt10149970/?ref_=adv_li_tt
Ardara,Drama,2019,,,Raimon Fransoy,"Xavier Puig,Macià Florit","Don Byrne,Macià Florit,Lau Florit Campins","November 22, 2019 (Spain)",Generalitat de Catalunya - Departament de Cultura,2,,,https://www.imdb.com/title/tt6084548/?ref_=adv_li_tt
Os Sete Anões e os Sapatos Mágicos,Animation,2019,,,Sung-ho Hong,,,"September 12, 2019 (Portugal)",,,,,https://www.imdb.com/title/tt11172840/?ref_=adv_li_tt
Drifted,Drama,2019,,,Munachi Abii,,"Bimbo Ademoye,Blessing Anietie,Kelvin Ekeng",December 2019 (Nigeria),,,,,https://www.imdb.com/title/tt19366466/?ref_=adv_li_tt
RiffTrax: Karate Cop,Comedy,2019,,,Bill Corbett,,,,,,,,https://www.imdb.com/title/tt21329746/?ref_=adv_li_tt
"WW-II, Film Clips from Forgotten Movies",War,2019,,,Migdalia Etheridge,,Obada Adnan,"September 26, 2019 (United States)",,,,,https://www.imdb.com/title/tt11025860/?ref_=adv_li_tt
Blade and Termeh,Drama,2019,,,Kiumars Poorahmad,,"Diba Zahedi,Pejman Bazeghi,Laleh Eskandari","May 25, 2020 (Iran)",,1,,,https://www.imdb.com/title/tt12832150/?ref_=adv_li_tt
"Hook, Line, Sinker",,2019,,,Anthony A Villanueva,,,"October 4, 2019 (United States)",,,,,https://www.imdb.com/title/tt11096206/?ref_=adv_li_tt
Leo,Drama,2019,,,Timoth Conrad,,"Yvonne Cherry,Ally Juma Ally,Hussein Abdallah Mihayo",December 2019 (Tanzania),,,,,https://www.imdb.com/title/tt11122558/?ref_=adv_li_tt
Ardhangini,Drama,2019,,,Suraj Rajput,,,"November 15, 2019 (India)",,,,,https://www.imdb.com/title/tt11317718/?ref_=adv_li_tt
Flipped,Drama,2019,,,Judith Audu,,"Roxy Antak,Judith Audu,Omowunmi Dada",April 2019 (Nigeria),,,,,https://www.imdb.com/title/tt17321152/?ref_=adv_li_tt
Adventures of Paradise: Tales from Okinawa,"Comedy,Drama,Romance",2019,,,Sachiko Judy Fukumoto,,"Yenda Chen,Moeko Fukuda,Rino Higa","January 6, 2020 (United States)",,,,,https://www.imdb.com/title/tt11609226/?ref_=adv_li_tt
MULT v kino. Vypusk # 102,Animation,2019,,,Polina Grekova,,,"September 14, 2019 (Russia)",,,,,https://www.imdb.com/title/tt10930926/?ref_=adv_li_tt
Bentley's Will,"Adventure,Drama",2019,,,Zachary Grigg,,"Lana Young,Phillip Andre Botello,Bernadette Sayre",2019 (United States),,,,,https://www.imdb.com/title/tt7246698/?ref_=adv_li_tt
Love Thy Synth,Drama,2019,,,Neil Bell,,,2019 (United Kingdom),,,,,https://www.imdb.com/title/tt12153744/?ref_=adv_li_tt
Holy Ruse,Drama,2019,,,Emeka Madu,,"Felicitas Adaku Amadi,Emma Ayalogu,Kalu Ikeagwu",January 2019 (Nigeria),,,,,https://www.imdb.com/title/tt16247160/?ref_=adv_li_tt
Saath Tujha Bhetla,Drama,2019,,,Ankush Prashant More,,,"September 27, 2019 (India)",,1,,,https://www.imdb.com/title/tt11000052/?ref_=adv_li_tt
Benzin,,2019,,,Oliver Mohr,,"Béla Gabor Lenz,Ekaterina Molchanova,Judith Seither","August 23, 2019 (United States)",,,,,https://www.imdb.com/title/tt10937384/?ref_=adv_li_tt
Gli sbancati 1944,Comedy,2019,,,Henry Secchiaroli,,"Nicola Anselmi,Simone Diotallevi,Stefano Facchini",2019 (Italy),,,,,https://www.imdb.com/title/tt10327444/?ref_=adv_li_tt
Istanbullik Milliarder,"Comedy,Family",2019,,,Ozod Shams,,,"November 29, 2019 (Uzbekistan)",,,,,https://www.imdb.com/title/tt13937808/?ref_=adv_li_tt
Jadu Kadai,Drama,2019,,,Meghdut Rudra,,,"April 30, 2019 (India)",,,,,https://www.imdb.com/title/tt15484714/?ref_=adv_li_tt
First Tuesday,Comedy,2019,,,William King,,"William King,Fred Leachman,Dre Robinson","July 26, 2019 (United States)",,1,,,https://www.imdb.com/title/tt10572250/?ref_=adv_li_tt
Queen,Romance,2019,,,Mrityunjoy Saha,,"Jayjeet Das,Harihara Mahapatra,Varsha Priyadarshini","December 26, 2019 (India)",,,,,https://www.imdb.com/title/tt15849162/?ref_=adv_li_tt
Cabin Crazy,Horror,2019,,,Caroline Toledo,,"Christian Bøknæs,Charlot Daysh,Magnus Dugdale",November 2019 (Netherlands),,,,,https://www.imdb.com/title/tt6748292/?ref_=adv_li_tt
From The Ocean,Drama,2019,,,Bide Yuan,,,,,,,,https://www.imdb.com/title/tt10969174/?ref_=adv_li_tt
Sasha's Hell,"Drama,Horror",2019,,,Nikita Lavretski,,"Alexey Svirsky,Vlad Lullaby,Volha Kavaliova","April 21, 2019 (Russia)",,,,,https://www.imdb.com/title/tt10062704/?ref_=adv_li_tt
Luccas Neto em: Dia Das Crianças,Family,2019,,,Lucas Margutti,,,2019 (Brazil),,,,,https://www.imdb.com/title/tt14706754/?ref_=adv_li_tt
Table of Men,Drama,2019,,,Tissy Nnachi,,,January 2019 (Nigeria),,,,,https://www.imdb.com/title/tt19113214/?ref_=adv_li_tt
Tosca: Live From La Scala 2019,,2019,,,,,,"December 6, 2019 (United Kingdom)",,,,,https://www.imdb.com/title/tt11430340/?ref_=adv_li_tt
Perros sin cola,Drama,2019,,,Carolina Quezada,,"Ornella Rocco Cancino,Pedro Lara,Ingrid Rubina",August 2019 (Chile),,1,,,https://www.imdb.com/title/tt10819258/?ref_=adv_li_tt
Eiga shonen-tachi,,2019,,,Katsuhide Motoki,,"Ryohei Abe,Tatsuya Fukasawa,Hikaru Iwamoto",2019 (Japan),,,,,https://www.imdb.com/title/tt14282010/?ref_=adv_li_tt
98 Problems,Comedy,2019,Not Rated,1h 15m,K.C. Watts,,"K.C. Watts,Mellroz UnnCutt,Kamira White","January 10, 2019 (United States)",,,,,https://www.imdb.com/title/tt10958096/?ref_=adv_li_tt
2 Portagees Drive Inn of Terror,Horror,2019,,,Chris Mackey,,"Gerald Beardsley,Art Paul,Juan Rodriguez","June 29, 2019 (Portugal)",,,,,https://www.imdb.com/title/tt10698570/?ref_=adv_li_tt
La petita fera,,2019,,,Jordi Ardid,,"Joan Antoni Donadeu,Enric Francesc,Eli Robles","October 5, 2019 (France)",,,,,https://www.imdb.com/title/tt11069460/?ref_=adv_li_tt
Guo li,,2019,,,Zhou Qi,,"Jian Wang,Guoqiang Tang,Hui Wang","September 20, 2019 (China)",Hunan Embroidiery City Group,,,,https://www.imdb.com/title/tt11015272/?ref_=adv_li_tt
RiffTrax Presents: Fear,Comedy,2019,,,Bridget Jones,,,,,,,,https://www.imdb.com/title/tt21337168/?ref_=adv_li_tt
The Sisters Summon,Horror,2019,,,Anthony Bergeron,,"Katrina Clugston,Rachel Clugston,Judith Foster Thompson","October 13, 2019 (United States)",,,,,https://www.imdb.com/title/tt13943548/?ref_=adv_li_tt
The Slipper,"Horror,Thriller",2019,,,Cheng Qian,,,"September 10, 2019 (United States)",,,,,https://www.imdb.com/title/tt14980802/?ref_=adv_li_tt
Kasam Durga Ki,"Action,Drama",2019,,,Ramana Mogili,,"Mandala Vijaya Baskar,Rani Chatterjee,Gurleen Chopra","May 24, 2019 (India)",,,,,https://www.imdb.com/title/tt21361302/?ref_=adv_li_tt
Atosa,Drama,2019,,,Kabat Esosa Egbon,,,January 2019 (Nigeria),,,,,https://www.imdb.com/title/tt18329252/?ref_=adv_li_tt
Wages of Sin: Special Tactics,Action,2019,,,Nathyn Masters,,"Heather Dorff,Shavar D. Clark,Anita Nicole Brown","October 9, 2019 (United States)",,,,,https://www.imdb.com/title/tt3320132/?ref_=adv_li_tt
RiffTrax: Feeders 2: Slay Bells,Comedy,2019,,,Bill Corbett,,,,,,,,https://www.imdb.com/title/tt21329684/?ref_=adv_li_tt
The Adventures of June Bug,Adventure,2019,,,Eric Bryan Seuthe II,,"Katie Seuthe-Ruiz,Drew Kyle,Michael Wayne Beck","February 18, 2019 (United States)",,,,,https://www.imdb.com/title/tt9764272/?ref_=adv_li_tt
The Investigators: When Truth Calls,"Drama,Family,Horror",2019,,,Cristy Ecaymuzquiz,,"Donna Morrell Gafford,Randy Green,Ashley Rae McGee","October 30, 2019 (United States)",,,,,https://www.imdb.com/title/tt7888574/?ref_=adv_li_tt
Inter Milan vs Juventus,,2019,,,,,,"October 6, 2019 (Italy)",,,,,https://www.imdb.com/title/tt11102128/?ref_=adv_li_tt
Entre El Poder y La Calle,"Action,Crime,Drama",2019,,,Larry Moreta,,"Larry Moreta,Keila Rodríguez Infante,Julio C. Rodríguez","March 21, 2019 (Dominican Republic)",,,,,https://www.imdb.com/title/tt10641162/?ref_=adv_li_tt
Astrogauchos,Comedy,2019,,,Matías Szulanski,,"Ezequiel Tronconi,Laura Laprida,Alberto Suárez","June 20, 2019 (Argentina)",,1,,,https://www.imdb.com/title/tt9754992/?ref_=adv_li_tt
Sammen: Dette er Jonas,"Crime,Thriller",,,,Marius Patrik Pinnås,,,"December 29, 2019 (Norway)",,,,,https://www.imdb.com/title/tt9397362/?ref_=adv_li_tt
Chemical 8,Sci-Fi,2019,,,Daniel Brabow,,"Cristian Balan,Daniel Brabow,Andrew Colohan","April 10, 2019 (United States)",,1,,,https://www.imdb.com/title/tt9748042/?ref_=adv_li_tt
Mystic Highway,Action,2019,,,Kevin McDonagh,,"Rebecca Brook,Jamie-Lee Parker,Katey Ann Fraser",October 2019 (United Kingdom),,,,,https://www.imdb.com/title/tt7895976/?ref_=adv_li_tt
Guardians,"Action,Drama",2019,,,Anar Tumurbaatar,,"Sukhee Ariunbyamba,Sayat Isembayev,Bold-Erdene Sugar","November 28, 2019 (Kazakhstan)",,,,,https://www.imdb.com/title/tt11182920/?ref_=adv_li_tt
Death of a Business Jerry,Comedy,2019,,,Jeremy Finch,,"Jeremy Finch,Babak Mehrabi Parsiyan,Sophia Lamar","August 8, 2019 (United States)",,,,,https://www.imdb.com/title/tt10791224/?ref_=adv_li_tt
Torve fantasie,"Comedy,Thriller",2019,,,Diego Bonuccelli,,"Simone Tessa,Irene Menichetti,Valentina Sorice","May 30, 2019 (Italy)",,,,,https://www.imdb.com/title/tt9495044/?ref_=adv_li_tt
Monsoon Clouds,Drama,2019,,,Harshal Wadkar,,,"August 20, 2019 (India)",,,,,https://www.imdb.com/title/tt13042452/?ref_=adv_li_tt
A For Apple,Drama,2019,,,Madhu S. Kumar,,"Devan,Pradeep Kottayam,Krishna Kumar","July 19, 2019 (India)",,,,,https://www.imdb.com/title/tt10473174/?ref_=adv_li_tt
Log Truck,,2019,,,Steven Pell,,"Derek Babb,Brett Bechter,Zoe Heth","December 8, 2019 (United States)",,,,,https://www.imdb.com/title/tt10804132/?ref_=adv_li_tt
Stoners,Comedy,2019,,,Dre Sanford,,"Turquoise Blue,Briana Bossler,Collin Bowersox","December 30, 2019 (United States)",,,,,https://www.imdb.com/title/tt11023448/?ref_=adv_li_tt
Scarlet Sails: A New Story,Comedy,2019,,,Yuri Tsai,,,"May 6, 2019 (Kazakhstan)",,,,,https://www.imdb.com/title/tt8933436/?ref_=adv_li_tt
Corpus Chaosum,"Drama,Musical,Mystery",2019,,,Carey Burtt,,"Joseph Solovan,Kira Simone,Jaqui Paige",2019 (United States),,,,,https://www.imdb.com/title/tt12434684/?ref_=adv_li_tt
Bee Geniuses: The Life of Bees,Animation,2019,,,Tim Martin,,"Carol Baldwin,Kj Schrock","August 20, 2019 (United States)",,,,,https://www.imdb.com/title/tt10208086/?ref_=adv_li_tt
Soundless Dance,Drama,2019,,,Pradeepan Raveendran,,"Patrick Yogarajan,Manoranjan Jegatheeswaran,Lavan Nadarajah",2021 (France),Centre national du cinéma et de l'image animée (CNC),,,,https://www.imdb.com/title/tt7967750/?ref_=adv_li_tt
Manipulated,,2019,,,,,,"January 4, 2019 (China)",,,,,https://www.imdb.com/title/tt10515934/?ref_=adv_li_tt
The Traveler,Drama,2019,,,James Meyer,,"Suhrob Shakarmahmadovich Khojaev,Shakarmahmad Chorshanbeivich Khojaev,Zebiniso Davlatshoevna Mirabonova","April 9, 2019 (Germany)",,,,,https://www.imdb.com/title/tt10879020/?ref_=adv_li_tt
MULT v kino. Vypusk # 107,Animation,2019,,,Anna Borisova,,,"November 23, 2019 (Russia)",,,,,https://www.imdb.com/title/tt12227864/?ref_=adv_li_tt
About Rita,Comedy,2019,,,Malte Wirtz,Anna-Maria Böhm,"Marion Alessandra Becker,Anna-Maria Böhm,Eric Carter","April 4, 2019 (Germany)",,6,,,https://www.imdb.com/title/tt6541740/?ref_=adv_li_tt
Dance with the Devil,Drama,2019,,,Maxwell Akwesi Amuni,,,"March 2, 2019 (Nigeria)",,,,,https://www.imdb.com/title/tt16263464/?ref_=adv_li_tt
Life of Zhang Chu,Drama,2019,,,Yulai Lü,,,"March 12, 2019 (Japan)",,2,,,https://www.imdb.com/title/tt8372656/?ref_=adv_li_tt
Shimmgga,Drama,2019,,,Niilesh Krishna,,"Vijay Andalkar,Bhushan Pradhan,Kamlesh Sawant","March 15, 2019 (India)",,,,,https://www.imdb.com/title/tt14773818/?ref_=adv_li_tt
Merry Christmas No One's Darling,Horror,2019,,,Deborah Jayne Reilly Smith,,"Deborah Jayne Reilly Smith,Geoffrey Smith","January 16, 2019 (Canada)",,,,,https://www.imdb.com/title/tt11057726/?ref_=adv_li_tt
Liverpool vs Wolverhampton Wanderers,Action,2019,,,,,,"December 29, 2019 (United Kingdom)",,,,,https://www.imdb.com/title/tt11822940/?ref_=adv_li_tt
Turkey Party,Animation,2019,,,Pippa Seymour,,,"November 5, 2019 (United States)",,,,,https://www.imdb.com/title/tt11760676/?ref_=adv_li_tt
Insula,,2019,,,María Onis,,,2019 (Argentina),,1,,,https://www.imdb.com/title/tt13893928/?ref_=adv_li_tt
Entro mezzanotte,Drama,2019,,,Tony Gangitano,"Peppino Orecchia,Antonino Macaluso",,"October 24, 2019 (Italy)",,,,,https://www.imdb.com/title/tt11153362/?ref_=adv_li_tt
Thankful for My Family: A Thanksgiving Comedy,Comedy,2019,,,Shelton R. Johnson,,"Major 'Boogie' Bynum,Shelton R. Johnson,Hilary Moyler","November 5, 2019 (United States)",,,,,https://www.imdb.com/title/tt15709242/?ref_=adv_li_tt
Mesu to injû: Oshiri de kurakura,,2019,,,Daisuke Gotô,,"Misa Wada,Akari Niimura,Yurina Aizawa","March 29, 2019 (Japan)",,,,,https://www.imdb.com/title/tt11478258/?ref_=adv_li_tt
.44,"Crime,Drama,Thriller",2019,,,Darryl Ayles,Angelique LeBlanc,"Taylor Bogaert,Angelique LeBlanc,David Parisian","October 19, 2019 (Canada)",,,,,https://www.imdb.com/title/tt9052832/?ref_=adv_li_tt
The Threshold of Death,Drama,2019,,,Man-sik Jeong,,,"October 30, 2019 (South Korea)",,,,,https://www.imdb.com/title/tt13863298/?ref_=adv_li_tt
Crystal Palace vs Everton,,2019,,,,,,"August 10, 2019 (United Kingdom)",,,,,https://www.imdb.com/title/tt10795382/?ref_=adv_li_tt
Unknown X,"Drama,Thriller",2019,,,Vitor Damasceno,,"Zé Alex,Jean Bodin,Pedro Cavalcante","January 19, 2019 (Brazil)",Conttratta,,,,https://www.imdb.com/title/tt4094128/?ref_=adv_li_tt
Batman: Terror of Arkham,"Action,Adventure,Drama",2019,,,Jonathon Glickman,,"Jonathon Glickman,Carl Dobson,Tom Churchill","August 30, 2019 (United Kingdom)",,,,,https://www.imdb.com/title/tt6230896/?ref_=adv_li_tt
Drought,Crime,2019,,,Leonard Ledford III,,"Alexis Bassham,Jared Dalton,Clark Harris","November 19, 2019 (United States)",,,,,https://www.imdb.com/title/tt13199342/?ref_=adv_li_tt
The Beast and the Beauty,Drama,2019,,,Eckhart Schmidt,,"Federica Colucci,Gabriele Fertsch,Marilina Marino","November 26, 2019 (Germany)",,,,,https://www.imdb.com/title/tt12560962/?ref_=adv_li_tt
Mirror,"Crime,Horror,Thriller",2019,,,Saikumar Akema,,,"September 27, 2019 (India)",,,,,https://www.imdb.com/title/tt14852026/?ref_=adv_li_tt
South of Heaven: Episode 3 - The Long Walk Home,Crime,2019,,,Jeff Scott Taylor,,"Miah Washburn,Mandy Stockholm,Greg James",2019 (United States),,,,,https://www.imdb.com/title/tt3665474/?ref_=adv_li_tt
Afflatus,"Horror,Mystery",2019,,,Peter Kovacs,,,"July 27, 2019 (Hungary)",,,,,https://www.imdb.com/title/tt10706724/?ref_=adv_li_tt
RiffTrax: The Visitor,Comedy,2019,,,Bill Corbett,,,,,,,,https://www.imdb.com/title/tt21329732/?ref_=adv_li_tt
Texas Zombie Wars: Titan Base,Action,2019,,,A.K. Waters,,"Mikal Vega,Melissa Mars,Jennifer Marshall","December 1, 2019 (United States)",,1,,,https://www.imdb.com/title/tt6539404/?ref_=adv_li_tt
Gunda,Drama,2019,,,Iqbal Baqsh,"Gunjan Pant,Gunjan Pant",,"September 6, 2019 (India)",,,,,https://www.imdb.com/title/tt11012168/?ref_=adv_li_tt
The Siege of Akhoulgo,History,2019,,,Magomed Abdulkadyrov,,,2019 (Russia),,,,,https://www.imdb.com/title/tt15435636/?ref_=adv_li_tt
Live His Love,Drama,2019,E10+,1h 38m,Leonardo Newman,,"Francis Adderley,Tenielle Adderley,Ruth Brown","September 27, 2019 (Bahamas)",New Hill Productions,,,,https://www.imdb.com/title/tt11207292/?ref_=adv_li_tt
A Biopic from the Film Industry,Drama,2019,,,Sarkar Sahith,,"Suman Rana,Hari Vishnu","July 12, 2019 (India)",,,,,https://www.imdb.com/title/tt10111630/?ref_=adv_li_tt
Hard Laughter,"Comedy,Drama",2019,,,Adrian Toscano,,"Philip Di Maria,J.J. Pyle,Steve Mason","December 31, 2019 (United States)",,2,,,https://www.imdb.com/title/tt5945958/?ref_=adv_li_tt
Kristen Shadows,,2019,,,Jamirul Haque,,,2019 (United Kingdom),,,,,https://www.imdb.com/title/tt10500366/?ref_=adv_li_tt
Windcatcher Dream,"Biography,Drama",2019,,,Mehdi Ebadi,,"Alireza Zareii,Mojgan Akhlaghi,Mohammad Ali Ghavidel","August 12, 2019 (Iran)",,,,,https://www.imdb.com/title/tt9844772/?ref_=adv_li_tt
Bartender's Song,"Comedy,Drama",2019,,,Tim Carr,,"Tony Devon,Tim Carr,Keisha Zollar","January 1, 2019 (United States)",,,,,https://www.imdb.com/title/tt7536444/?ref_=adv_li_tt
Canelo vs. Kovalev,,2019,,,,,,"November 2, 2019 (United States)",,,,,https://www.imdb.com/title/tt10985290/?ref_=adv_li_tt
The Man Who Cuts Tattoos,Drama,2019,,,Michael Omonua,,"Omowunmi Dada,Valerie Dish,Elvis Duke","October 8, 2019 (United Kingdom)",,,,,https://www.imdb.com/title/tt11041194/?ref_=adv_li_tt
Vesánica,Thriller,2019,,,Lucas Gutierrez,,"Lucas Bloom,Silvia Cogoma,Horacio Echever","August 31, 2019 (Argentina)",,,,,https://www.imdb.com/title/tt5779544/?ref_=adv_li_tt
El brazalete de oro,"Adventure,Comedy",2019,,,José Manuel Fernández-Jardón,"Luis Fernández-Jardón,Lúa Nava","Carlos López,Lúa Nava,Francisco Ortiz","June 29, 2019 (Spain)",,,,,https://www.imdb.com/title/tt10574932/?ref_=adv_li_tt
Mujer Descalza,Drama,2019,,,Llorent Barajas,,,"November 1, 2019 (Mexico)",,,,,https://www.imdb.com/title/tt9843268/?ref_=adv_li_tt
Inheritance,Drama,2019,,,Chris Eneaji Eneng,,"Okpara Anya,Chinenye Chukwudi,Chris Eneaji Eneng","January 10, 2019 (Nigeria)",,,,,https://www.imdb.com/title/tt16256624/?ref_=adv_li_tt
Shoqol,Crime,2019,,,Zebo Nuruzova,,,2019 (Uzbekistan),,,,,https://www.imdb.com/title/tt11444582/?ref_=adv_li_tt
Vodyanaya,Fantasy,2019,,,Aleksey Barykin,,"Nikolay Nevzorov,Ekaterina Barykina,Nafisa Khayrillina","March 14, 2019 (Russia)",,1,,,https://www.imdb.com/title/tt10235018/?ref_=adv_li_tt
"Tickets, please!",Biography,2019,,,Astrid Serafini,,,"October 9, 2019 (France)",,,,,https://www.imdb.com/title/tt17045066/?ref_=adv_li_tt
A Bite of Alien,Sci-Fi,2019,,,Xiaoli Lu,,,"May 5, 2019 (United States)",,,,,https://www.imdb.com/title/tt10572870/?ref_=adv_li_tt
Deus Ex Baryon,"Animation,Sci-Fi",2019,,,,,,"November 8, 2019 (Taiwan)",,,,,https://www.imdb.com/title/tt11328350/?ref_=adv_li_tt
Kusumitar Gappo,Drama,2019,,,Hrishikesh Mondal,,"Ushasie Chakraborty,Soumitra Chatterjee,Debesh Roy Chowdhury","March 15, 2019 (India)",,,,,https://www.imdb.com/title/tt10141690/?ref_=adv_li_tt
Harem,Action,2019,,,George Saunders,,"Iyad Hajjaj,George Saunders","November 5, 2019 (United States)",,,,,https://www.imdb.com/title/tt9293742/?ref_=adv_li_tt
Baby Fever The Movie,Comedy,2019,TV-MA,1h 21m,Aaron J. Davis,,"Terrell Allen,James Barbee,Casey James Brockway","June 15, 2019 (United States)",,,,,https://www.imdb.com/title/tt10831936/?ref_=adv_li_tt
Teacher's Lounge,"Horror,Mystery,Thriller",2019,Not Rated,,Josh Mruz,,"John Edel,Alex Galick,Tyler Jensen","June 17, 2019 (United States)",,1,,,https://www.imdb.com/title/tt8668610/?ref_=adv_li_tt
Small White Envelopes,,2019,,,Soteris Christou,,"Antonis Katsaris,Christina Marouchou,Christodoulos Martas","April 14, 2019 (Cyprus)",,,,,https://www.imdb.com/title/tt7358826/?ref_=adv_li_tt
First Draw,Action,2019,Not Rated,,Jake C. Young,,"Jeremy Boggs,Mark Isham,William joe Jennings","August 6, 2019 (United States)",,,,,https://www.imdb.com/title/tt10750074/?ref_=adv_li_tt
De la piel del Diablo,Thriller,2019,,,César del Álamo,"Norberto Ramos del Val,Chema Coloma","Ruxandra Oancea,Chema Coloma,Marta Ibáñez Cruz","September 12, 2019 (Spain)",,,,,https://www.imdb.com/title/tt9913872/?ref_=adv_li_tt
Garten,Drama,2019,,,Peter Schreiner,,"Awad Elkish,Hermann Krejcar,Giuliana Pachner","January 29, 2019 (Netherlands)",,2,,,https://www.imdb.com/title/tt9871690/?ref_=adv_li_tt
The funeral to heaven,,2019,,,Jung Tae Sung,,,2019 (South Korea),,,,,https://www.imdb.com/title/tt13470998/?ref_=adv_li_tt
You're So Dead!,"Comedy,Horror,Mystery",2019,,,Peter Lalush,,"Katie Barrett,Nicole Hiemenz,Peter Lalush","July 26, 2019 (United States)",,,,,https://www.imdb.com/title/tt8206684/?ref_=adv_li_tt
The Things That Haunt Us,Horror,2019,,,Christopher James Cramer,,"Joon Paul Kim,Sherry Lintvedt,Raisa-Dielle Riikonen","October 31, 2019 (United States)",,,,,https://www.imdb.com/title/tt18252176/?ref_=adv_li_tt
